ChangeTV init done
---------- 1544918698.4719458 ----------

---------- 1544918703.4791942 ----------

---------- 1544918708.4864597 ----------

---------- 1544918713.4937117 ----------

---------- 1544918718.501101 ----------

---------- 1544918723.5084152 ----------

---------- 1544918728.515623 ----------

---------- 1544918733.5228672 ----------

---------- 1544918738.5300734 ----------

---------- 1544918743.537305 ----------

---------- 1544918748.5445905 ----------

---------- 1544918753.5517995 ----------

---------- 1544918758.5590193 ----------

---------- 1544918763.5662632 ----------

---------- 1544918768.5734837 ----------

---------- 1544918773.5807207 ----------

---------- 1544918778.5880942 ----------

---------- 1544918783.5953965 ----------

---------- 1544918788.6026347 ----------

---------- 1544918793.6098495 ----------

---------- 1544918798.6170504 ----------

---------- 1544918803.6242762 ----------

---------- 1544918808.6314752 ----------

---------- 1544918813.6386638 ----------

---------- 1544918818.6458745 ----------

---------- 1544918823.6530972 ----------

---------- 1544918828.6603491 ----------

---------- 1544918833.6675625 ----------

---------- 1544918838.67499 ----------

---------- 1544918843.6822996 ----------

---------- 1544918848.6894753 ----------

---------- 1544918853.6967294 ----------

---------- 1544918858.7039757 ----------

---------- 1544918863.7112055 ----------

---------- 1544918868.7184455 ----------

---------- 1544918873.7256386 ----------

---------- 1544918878.732825 ----------

---------- 1544918883.7400885 ----------

---------- 1544918888.7473242 ----------

---------- 1544918893.7545717 ----------

---------- 1544918898.7620528 ----------

---------- 1544918903.7693548 ----------

---------- 1544918908.776584 ----------

---------- 1544918913.783803 ----------

---------- 1544918918.791049 ----------

---------- 1544918923.7982924 ----------

---------- 1544918928.8055036 ----------

---------- 1544918933.8127537 ----------

---------- 1544918938.8199918 ----------

---------- 1544918943.827214 ----------

---------- 1544918948.834433 ----------

---------- 1544918953.841606 ----------

---------- 1544918958.8491545 ----------

---------- 1544918963.856482 ----------

---------- 1544918968.8637118 ----------

---------- 1544918973.8709598 ----------

---------- 1544918978.878196 ----------

---------- 1544918983.88541 ----------

---------- 1544918988.8926566 ----------

---------- 1544918993.8998854 ----------

---------- 1544918998.9071267 ----------

---------- 1544919003.9143875 ----------

---------- 1544919008.9216082 ----------

---------- 1544919013.9288585 ----------

---------- 1544919018.9363742 ----------

---------- 1544919023.9436579 ----------

---------- 1544919028.950902 ----------

---------- 1544919033.9581075 ----------

---------- 1544919038.9652815 ----------

---------- 1544919043.9725087 ----------

---------- 1544919048.9797223 ----------

---------- 1544919053.986972 ----------

---------- 1544919058.994209 ----------

---------- 1544919064.0014422 ----------

---------- 1544919069.008678 ----------

---------- 1544919074.015865 ----------

---------- 1544919079.0232332 ----------

---------- 1544919084.0304842 ----------

---------- 1544919089.0377257 ----------

---------- 1544919094.044918 ----------

---------- 1544919099.0521202 ----------

---------- 1544919104.0593443 ----------

---------- 1544919109.0665038 ----------

---------- 1544919114.073617 ----------

---------- 1544919119.0808287 ----------

---------- 1544919124.0880532 ----------

---------- 1544919129.0952806 ----------

---------- 1544919134.1025286 ----------

---------- 1544919139.1099622 ----------

---------- 1544919144.1172695 ----------

---------- 1544919149.1244872 ----------

---------- 1544919154.1317182 ----------

---------- 1544919159.1389706 ----------

---------- 1544919164.146199 ----------

---------- 1544919169.1533406 ----------

---------- 1544919174.1605983 ----------

---------- 1544919179.1678224 ----------

---------- 1544919184.1750705 ----------

---------- 1544919189.1822898 ----------

---------- 1544919194.1895256 ----------

---------- 1544919199.1969743 ----------

---------- 1544919204.2042618 ----------

---------- 1544919209.2114775 ----------

---------- 1544919214.2187352 ----------

---------- 1544919219.2259817 ----------

---------- 1544919224.2331991 ----------

---------- 1544919229.2404296 ----------

---------- 1544919234.247645 ----------

---------- 1544919239.2548816 ----------

---------- 1544919244.2621024 ----------

---------- 1544919249.2693233 ----------

---------- 1544919254.2765648 ----------

---------- 1544919259.2840436 ----------

---------- 1544919264.291355 ----------

---------- 1544919269.2986002 ----------

---------- 1544919274.3058267 ----------

---------- 1544919279.3130362 ----------

---------- 1544919284.3202677 ----------

---------- 1544919289.3274782 ----------

---------- 1544919294.3346987 ----------

---------- 1544919299.3418658 ----------

---------- 1544919304.3490596 ----------

---------- 1544919309.3562615 ----------

---------- 1544919314.3634887 ----------

---------- 1544919319.3709438 ----------

---------- 1544919324.3782694 ----------

---------- 1544919329.3854878 ----------

---------- 1544919334.3927402 ----------

---------- 1544919339.39995 ----------

---------- 1544919344.40715 ----------

---------- 1544919349.4143965 ----------

---------- 1544919354.4216225 ----------

---------- 1544919359.4288642 ----------

---------- 1544919364.4360943 ----------

---------- 1544919369.4432912 ----------

---------- 1544919374.45052 ----------

---------- 1544919379.4578626 ----------

---------- 1544919384.4651732 ----------

---------- 1544919389.4724405 ----------

---------- 1544919394.4796824 ----------

---------- 1544919399.4868987 ----------

---------- 1544919404.4940886 ----------

---------- 1544919409.5013084 ----------

---------- 1544919414.5085053 ----------

---------- 1544919419.5157158 ----------

---------- 1544919424.5229366 ----------

---------- 1544919429.5266104 ----------

---------- 1544919434.5337958 ----------

---------- 1544919439.5412292 ----------

---------- 1544919444.5485501 ----------

---------- 1544919449.5557823 ----------

---------- 1544919454.563175 ----------

---------- 1544919459.5704153 ----------

---------- 1544919464.5776312 ----------

---------- 1544919469.584882 ----------

---------- 1544919474.5921042 ----------

---------- 1544919479.599318 ----------

---------- 1544919484.606563 ----------

---------- 1544919489.613761 ----------

---------- 1544919494.620944 ----------

---------- 1544919499.6284173 ----------

---------- 1544919504.6356835 ----------

---------- 1544919509.642892 ----------

---------- 1544919514.6501079 ----------

---------- 1544919519.657327 ----------

---------- 1544919524.6645699 ----------

---------- 1544919529.6717932 ----------

---------- 1544919534.679045 ----------

---------- 1544919539.6862864 ----------

---------- 1544919544.6935027 ----------

---------- 1544919549.7007415 ----------

---------- 1544919554.7079685 ----------

---------- 1544919559.7154307 ----------

---------- 1544919564.7227323 ----------

---------- 1544919569.7277007 ----------

---------- 1544919574.7349536 ----------

---------- 1544919579.7421725 ----------

---------- 1544919584.749347 ----------

---------- 1544919589.7565937 ----------

---------- 1544919594.763784 ----------

---------- 1544919599.770979 ----------

---------- 1544919604.7781076 ----------

---------- 1544919609.7853324 ----------

---------- 1544919614.792045 ----------

---------- 1544919619.797738 ----------

---------- 1544919624.805005 ----------

---------- 1544919629.812171 ----------

---------- 1544919634.8194058 ----------

---------- 1544919639.8266654 ----------

---------- 1544919644.833892 ----------

---------- 1544919649.8411174 ----------

---------- 1544919654.8483884 ----------

---------- 1544919659.8556397 ----------

---------- 1544919664.8628933 ----------

---------- 1544919669.8701417 ----------

---------- 1544919674.8773725 ----------

---------- 1544919679.8848333 ----------

---------- 1544919684.89215 ----------

---------- 1544919689.8993983 ----------

---------- 1544919694.9066653 ----------

---------- 1544919699.9139082 ----------

---------- 1544919704.9211333 ----------

---------- 1544919709.9284039 ----------

---------- 1544919714.935649 ----------

---------- 1544919719.9428484 ----------

---------- 1544919724.950052 ----------

---------- 1544919729.9572706 ----------

---------- 1544919734.9644303 ----------

---------- 1544919739.9717517 ----------

---------- 1544919744.9789808 ----------

---------- 1544919749.9862165 ----------

---------- 1544919754.9934938 ----------

---------- 1544919760.0007718 ----------

---------- 1544919765.0080352 ----------

---------- 1544919770.015266 ----------

---------- 1544919775.0225132 ----------

---------- 1544919780.0297248 ----------

---------- 1544919785.0369866 ----------

---------- 1544919790.0442467 ----------

---------- 1544919795.0514941 ----------

---------- 1544919800.0582042 ----------

---------- 1544919805.0631928 ----------

---------- 1544919810.0703745 ----------

---------- 1544919815.0775237 ----------

---------- 1544919820.0846975 ----------

---------- 1544919825.0918655 ----------

---------- 1544919830.099058 ----------

---------- 1544919835.1062303 ----------

---------- 1544919840.1133993 ----------

---------- 1544919845.1206381 ----------

---------- 1544919850.127892 ----------

---------- 1544919855.1350868 ----------

---------- 1544919860.1424797 ----------

---------- 1544919865.1497023 ----------

---------- 1544919870.1568806 ----------

---------- 1544919875.1641428 ----------

---------- 1544919880.17137 ----------

---------- 1544919885.1786387 ----------

---------- 1544919890.185859 ----------

---------- 1544919895.1930983 ----------

---------- 1544919900.200342 ----------

---------- 1544919905.207583 ----------

---------- 1544919910.214827 ----------

---------- 1544919915.222061 ----------

---------- 1544919920.2294724 ----------

---------- 1544919925.2368028 ----------

---------- 1544919930.2439973 ----------

---------- 1544919935.2512207 ----------

---------- 1544919940.2584662 ----------

---------- 1544919945.2656975 ----------

---------- 1544919950.2729247 ----------

---------- 1544919955.2801807 ----------

---------- 1544919960.287363 ----------

---------- 1544919965.2946193 ----------

---------- 1544919970.3018296 ----------

---------- 1544919975.3090568 ----------

---------- 1544919980.3166168 ----------

---------- 1544919985.3239899 ----------

---------- 1544919990.3312197 ----------

---------- 1544919995.3384795 ----------

---------- 1544920000.3456888 ----------

---------- 1544920005.3529248 ----------

---------- 1544920010.360154 ----------

---------- 1544920015.3674145 ----------

---------- 1544920020.3746853 ----------

---------- 1544920025.3819416 ----------

---------- 1544920030.3891675 ----------

---------- 1544920035.396419 ----------

---------- 1544920040.403847 ----------

---------- 1544920045.4094841 ----------

---------- 1544920050.416768 ----------

---------- 1544920055.4240425 ----------

---------- 1544920060.431302 ----------

---------- 1544920065.4385784 ----------

---------- 1544920070.4458463 ----------

---------- 1544920075.4531207 ----------

---------- 1544920080.4603896 ----------

---------- 1544920085.4676697 ----------

---------- 1544920090.4749546 ----------

---------- 1544920095.4822552 ----------

---------- 1544920100.4897075 ----------

---------- 1544920105.4970567 ----------

---------- 1544920110.5043337 ----------

---------- 1544920115.5115945 ----------

---------- 1544920120.5188775 ----------

---------- 1544920125.5261595 ----------

---------- 1544920130.533414 ----------

---------- 1544920135.5407097 ----------

---------- 1544920140.5479832 ----------

---------- 1544920145.555246 ----------

---------- 1544920150.5625331 ----------

---------- 1544920155.5697727 ----------

---------- 1544920160.5772097 ----------

---------- 1544920165.5845342 ----------

---------- 1544920170.5917847 ----------

---------- 1544920175.599051 ----------

---------- 1544920180.6062295 ----------

---------- 1544920185.6134465 ----------

---------- 1544920190.6180134 ----------

---------- 1544920195.6252558 ----------

---------- 1544920200.6325064 ----------

---------- 1544920205.6397073 ----------

---------- 1544920210.646937 ----------

---------- 1544920215.65299 ----------

---------- 1544920220.660471 ----------

---------- 1544920225.66782 ----------

---------- 1544920230.674986 ----------

---------- 1544920235.6822748 ----------

---------- 1544920240.6895144 ----------

---------- 1544920245.695864 ----------

---------- 1544920250.7030292 ----------

---------- 1544920255.7102942 ----------

---------- 1544920260.717504 ----------

---------- 1544920265.7247458 ----------

---------- 1544920270.731984 ----------

---------- 1544920275.7392497 ----------

---------- 1544920280.746502 ----------

---------- 1544920285.7537239 ----------

---------- 1544920290.7608395 ----------

---------- 1544920295.7679627 ----------

---------- 1544920300.7746809 ----------

---------- 1544920305.7819164 ----------

---------- 1544920310.7891185 ----------

---------- 1544920315.7963138 ----------

---------- 1544920320.803519 ----------

---------- 1544920325.8107429 ----------

---------- 1544920330.8179057 ----------

---------- 1544920335.82507 ----------

---------- 1544920340.832486 ----------

---------- 1544920345.8397176 ----------

---------- 1544920350.846796 ----------

---------- 1544920355.8538723 ----------

---------- 1544920360.860904 ----------

---------- 1544920365.8681977 ----------

---------- 1544920370.8754392 ----------

---------- 1544920375.882696 ----------

---------- 1544920380.8898883 ----------

---------- 1544920385.8969529 ----------

---------- 1544920390.9040558 ----------

---------- 1544920395.9113092 ----------

---------- 1544920400.9187348 ----------

---------- 1544920405.926069 ----------

---------- 1544920410.9332361 ----------

---------- 1544920415.9404325 ----------

---------- 1544920420.9476454 ----------

---------- 1544920425.9563162 ----------

---------- 1544920430.9636056 ----------

---------- 1544920435.9708664 ----------

---------- 1544920440.9783092 ----------

---------- 1544920445.9855993 ----------

---------- 1544920450.9928463 ----------

---------- 1544920456.0000372 ----------

---------- 1544920461.0075088 ----------

---------- 1544920466.014775 ----------

---------- 1544920471.022019 ----------

---------- 1544920476.029249 ----------

---------- 1544920481.0364754 ----------

---------- 1544920486.0436873 ----------

---------- 1544920491.0508783 ----------

---------- 1544920496.0579891 ----------

---------- 1544920501.0651572 ----------

---------- 1544920506.0723994 ----------

---------- 1544920511.0795987 ----------

---------- 1544920516.0868464 ----------

---------- 1544920521.0942702 ----------

---------- 1544920526.1015906 ----------

---------- 1544920531.10883 ----------

---------- 1544920536.1160998 ----------

---------- 1544920541.123333 ----------

---------- 1544920546.1306107 ----------

---------- 1544920551.1378305 ----------

---------- 1544920556.145066 ----------

---------- 1544920561.1523166 ----------

---------- 1544920566.1595583 ----------

---------- 1544920571.1668024 ----------

---------- 1544920576.174043 ----------

---------- 1544920581.1771514 ----------

---------- 1544920586.1809826 ----------

---------- 1544920591.1882343 ----------

---------- 1544920596.1954458 ----------

---------- 1544920601.2026424 ----------

---------- 1544920606.209859 ----------

---------- 1544920611.2170703 ----------

---------- 1544920616.2242935 ----------

---------- 1544920621.231473 ----------

---------- 1544920626.2386394 ----------

---------- 1544920631.2457917 ----------

---------- 1544920636.2530093 ----------

---------- 1544920641.26058 ----------

---------- 1544920646.2678583 ----------

---------- 1544920651.275069 ----------

---------- 1544920656.28229 ----------

---------- 1544920661.2867942 ----------

---------- 1544920666.2939844 ----------

---------- 1544920671.301139 ----------

---------- 1544920676.3083494 ----------

---------- 1544920681.315539 ----------

---------- 1544920686.3227587 ----------

---------- 1544920691.3299766 ----------

---------- 1544920696.3371432 ----------

---------- 1544920701.344508 ----------

---------- 1544920706.3518353 ----------

---------- 1544920711.3590832 ----------

---------- 1544920716.366324 ----------

---------- 1544920721.3735378 ----------

---------- 1544920726.3807783 ----------

---------- 1544920731.3879857 ----------

---------- 1544920736.3952022 ----------

---------- 1544920741.402412 ----------

---------- 1544920746.4096172 ----------

---------- 1544920751.4168458 ----------

---------- 1544920756.4240878 ----------

---------- 1544920761.4315314 ----------

---------- 1544920766.43886 ----------

---------- 1544920771.4460943 ----------

---------- 1544920776.453372 ----------

---------- 1544920781.4606466 ----------

---------- 1544920786.4678686 ----------

---------- 1544920791.475099 ----------

---------- 1544920796.482342 ----------

---------- 1544920801.4895604 ----------

---------- 1544920806.4967968 ----------

---------- 1544920811.503997 ----------

---------- 1544920816.5112221 ----------

---------- 1544920821.5186918 ----------

---------- 1544920826.5260174 ----------

---------- 1544920831.5332286 ----------

---------- 1544920836.5404751 ----------

---------- 1544920841.547692 ----------

---------- 1544920846.554937 ----------

---------- 1544920851.562163 ----------

---------- 1544920856.5694027 ----------

---------- 1544920861.5766249 ----------

---------- 1544920866.583871 ----------

---------- 1544920871.5911431 ----------

---------- 1544920876.5984125 ----------

---------- 1544920881.6057885 ----------

---------- 1544920886.6130028 ----------

---------- 1544920891.6202037 ----------

---------- 1544920896.6274383 ----------

---------- 1544920901.634674 ----------

---------- 1544920906.6418931 ----------

---------- 1544920911.6490843 ----------

---------- 1544920916.6562846 ----------

---------- 1544920921.6620524 ----------

---------- 1544920926.6692815 ----------

---------- 1544920931.676476 ----------

---------- 1544920936.6837094 ----------

---------- 1544920941.691183 ----------

---------- 1544920946.6985226 ----------

---------- 1544920951.705747 ----------

---------- 1544920956.7129762 ----------

---------- 1544920961.7201765 ----------

---------- 1544920966.7273257 ----------

---------- 1544920971.7345428 ----------

---------- 1544920976.7417731 ----------

---------- 1544920981.7489917 ----------

---------- 1544920986.7562537 ----------

---------- 1544920991.7634902 ----------

---------- 1544920996.770745 ----------

---------- 1544921001.7782004 ----------

---------- 1544921006.7854986 ----------

---------- 1544921011.792746 ----------

---------- 1544921016.7998698 ----------

---------- 1544921021.8070273 ----------

---------- 1544921026.8094563 ----------

---------- 1544921031.8166893 ----------

---------- 1544921036.8239684 ----------

---------- 1544921041.8312023 ----------

---------- 1544921046.8385134 ----------

---------- 1544921051.845748 ----------

---------- 1544921056.8529866 ----------

---------- 1544921061.8605993 ----------

---------- 1544921066.8679993 ----------

---------- 1544921071.8752475 ----------

---------- 1544921076.8825777 ----------

---------- 1544921081.8889956 ----------

---------- 1544921086.8961694 ----------

---------- 1544921091.9034264 ----------

---------- 1544921096.910727 ----------

---------- 1544921101.9180071 ----------

---------- 1544921106.9253268 ----------

---------- 1544921111.9326172 ----------

---------- 1544921116.9398842 ----------

---------- 1544921121.9473765 ----------

---------- 1544921126.9547994 ----------

---------- 1544921131.9591734 ----------

---------- 1544921136.9664598 ----------

---------- 1544921141.9736993 ----------

---------- 1544921146.9809318 ----------

---------- 1544921151.988175 ----------

---------- 1544921156.9954202 ----------

---------- 1544921162.0026538 ----------

---------- 1544921167.0098839 ----------

---------- 1544921172.017107 ----------

---------- 1544921177.0243695 ----------

---------- 1544921182.031793 ----------

---------- 1544921187.0391414 ----------

---------- 1544921192.046384 ----------

---------- 1544921197.0536127 ----------

---------- 1544921202.060858 ----------

---------- 1544921207.0680678 ----------

---------- 1544921212.075272 ----------

---------- 1544921217.0814562 ----------

---------- 1544921222.088713 ----------

---------- 1544921227.0959933 ----------

---------- 1544921232.103251 ----------

---------- 1544921237.1105292 ----------

---------- 1544921242.1180913 ----------

---------- 1544921247.1254666 ----------

---------- 1544921252.1327345 ----------

---------- 1544921257.1400125 ----------

---------- 1544921262.1472049 ----------

---------- 1544921267.154406 ----------

---------- 1544921272.1615925 ----------

---------- 1544921277.1659362 ----------

---------- 1544921282.1730847 ----------

---------- 1544921287.180287 ----------

---------- 1544921292.1875057 ----------

---------- 1544921297.1947253 ----------

---------- 1544921302.2021124 ----------

---------- 1544921307.2093673 ----------

---------- 1544921312.2166195 ----------

---------- 1544921317.2238631 ----------

---------- 1544921322.2311096 ----------

---------- 1544921327.2383704 ----------

---------- 1544921332.2455735 ----------

---------- 1544921337.252839 ----------

---------- 1544921342.26002 ----------

---------- 1544921347.267196 ----------

---------- 1544921352.27442 ----------

---------- 1544921357.2816637 ----------

---------- 1544921362.2891555 ----------

---------- 1544921367.2964487 ----------

---------- 1544921372.30366 ----------

---------- 1544921377.3108912 ----------

---------- 1544921382.3180766 ----------

---------- 1544921387.3252814 ----------

---------- 1544921392.332501 ----------

---------- 1544921397.339722 ----------

---------- 1544921402.3469727 ----------

---------- 1544921407.352954 ----------

---------- 1544921412.3601823 ----------

---------- 1544921417.3674452 ----------

---------- 1544921422.3750436 ----------

---------- 1544921427.3823967 ----------

---------- 1544921432.389596 ----------

---------- 1544921437.3968465 ----------

---------- 1544921442.4040928 ----------

---------- 1544921447.4113226 ----------

---------- 1544921452.418525 ----------

---------- 1544921457.4255757 ----------

---------- 1544921462.4327357 ----------

---------- 1544921467.4400072 ----------

---------- 1544921472.447259 ----------

---------- 1544921477.454518 ----------

---------- 1544921482.4620755 ----------

---------- 1544921487.4693575 ----------

---------- 1544921492.4764683 ----------

---------- 1544921497.4836946 ----------

---------- 1544921502.4909105 ----------

---------- 1544921507.4980917 ----------

---------- 1544921512.505307 ----------

---------- 1544921517.5123968 ----------

---------- 1544921522.5169601 ----------

---------- 1544921527.5242004 ----------

---------- 1544921532.5314043 ----------

---------- 1544921537.538626 ----------

---------- 1544921542.5460308 ----------

---------- 1544921547.553326 ----------

---------- 1544921552.560569 ----------

---------- 1544921557.5677965 ----------

---------- 1544921562.5750234 ----------

---------- 1544921567.5823364 ----------

---------- 1544921572.5895834 ----------

---------- 1544921577.596831 ----------

---------- 1544921582.6040194 ----------

---------- 1544921587.6112268 ----------

---------- 1544921592.6184475 ----------

---------- 1544921597.6256497 ----------

---------- 1544921602.6331272 ----------

---------- 1544921607.640459 ----------

---------- 1544921612.6476526 ----------

---------- 1544921617.6549 ----------

---------- 1544921622.6620748 ----------

---------- 1544921627.6692796 ----------

---------- 1544921632.6764643 ----------

---------- 1544921637.6837049 ----------

---------- 1544921642.6909149 ----------

---------- 1544921647.6981032 ----------

---------- 1544921652.705236 ----------

---------- 1544921657.7124145 ----------

---------- 1544921662.7198346 ----------

---------- 1544921667.7271242 ----------

---------- 1544921672.7343662 ----------

---------- 1544921677.7416067 ----------

---------- 1544921682.7488558 ----------

---------- 1544921687.7560778 ----------

---------- 1544921692.7632427 ----------

---------- 1544921697.7704275 ----------

---------- 1544921702.77762 ----------

---------- 1544921707.7848709 ----------

---------- 1544921712.7921107 ----------

---------- 1544921717.7993228 ----------

---------- 1544921722.806747 ----------

---------- 1544921727.8140306 ----------

---------- 1544921732.8211682 ----------

---------- 1544921737.8283575 ----------

---------- 1544921742.835535 ----------

---------- 1544921747.8427765 ----------

---------- 1544921752.8499887 ----------

---------- 1544921757.8571806 ----------

---------- 1544921762.8643222 ----------

---------- 1544921767.8714743 ----------

---------- 1544921772.87867 ----------

---------- 1544921777.8858829 ----------

---------- 1544921782.893314 ----------

---------- 1544921787.900665 ----------

---------- 1544921792.9077847 ----------

---------- 1544921797.9150243 ----------

---------- 1544921802.9222438 ----------

---------- 1544921807.9294367 ----------

---------- 1544921812.9366343 ----------

---------- 1544921817.9438503 ----------

---------- 1544921822.95111 ----------

---------- 1544921827.9583786 ----------

---------- 1544921832.9655979 ----------

---------- 1544921837.9728336 ----------

---------- 1544921842.9803004 ----------

---------- 1544921847.9875739 ----------

---------- 1544921852.9947765 ----------

---------- 1544921858.0010645 ----------

---------- 1544921863.0083206 ----------

---------- 1544921868.0155466 ----------

---------- 1544921873.022796 ----------

---------- 1544921878.0304341 ----------

---------- 1544921883.0334206 ----------

---------- 1544921888.0398655 ----------

---------- 1544921893.0455463 ----------

---------- 1544921898.0528026 ----------

---------- 1544921903.0602386 ----------

---------- 1544921908.0675523 ----------

---------- 1544921913.0729537 ----------

---------- 1544921918.0802348 ----------

---------- 1544921923.087486 ----------

---------- 1544921928.0947356 ----------

---------- 1544921933.10198 ----------

---------- 1544921938.1092126 ----------

---------- 1544921943.1164627 ----------

---------- 1544921948.1236455 ----------

---------- 1544921953.130901 ----------

---------- 1544921958.138156 ----------

---------- 1544921963.145605 ----------

---------- 1544921968.1529186 ----------

---------- 1544921973.1601658 ----------

---------- 1544921978.16739 ----------

---------- 1544921983.174629 ----------

---------- 1544921988.181871 ----------

---------- 1544921993.1890926 ----------

---------- 1544921998.1963675 ----------

---------- 1544922003.2036018 ----------

---------- 1544922008.2108495 ----------

---------- 1544922013.2180886 ----------

---------- 1544922018.2253144 ----------

---------- 1544922023.2328732 ----------

---------- 1544922028.2402308 ----------

---------- 1544922033.2473874 ----------

---------- 1544922038.2546585 ----------

---------- 1544922043.2618933 ----------

---------- 1544922048.2691202 ----------

---------- 1544922053.2763755 ----------

---------- 1544922058.2835941 ----------

---------- 1544922063.290833 ----------

---------- 1544922068.2980607 ----------

---------- 1544922073.3052351 ----------

---------- 1544922078.3124738 ----------

---------- 1544922083.3198593 ----------

---------- 1544922088.3271475 ----------

---------- 1544922093.3343914 ----------

---------- 1544922098.3415852 ----------

---------- 1544922103.3487623 ----------

---------- 1544922108.3559616 ----------

---------- 1544922113.3631377 ----------

---------- 1544922118.370326 ----------

---------- 1544922123.3775043 ----------

---------- 1544922128.384712 ----------

---------- 1544922133.3919685 ----------

---------- 1544922138.399168 ----------

---------- 1544922143.4065664 ----------

---------- 1544922148.4139228 ----------

---------- 1544922153.4211166 ----------

---------- 1544922158.4283006 ----------

---------- 1544922163.4354408 ----------

---------- 1544922168.44267 ----------

---------- 1544922173.4498992 ----------

---------- 1544922178.457129 ----------

---------- 1544922183.4643621 ----------

---------- 1544922188.4716089 ----------

---------- 1544922193.4787917 ----------

---------- 1544922198.4859855 ----------

---------- 1544922203.493304 ----------

---------- 1544922208.5006025 ----------

---------- 1544922213.5078073 ----------

---------- 1544922218.5150766 ----------

---------- 1544922223.5223432 ----------

---------- 1544922228.5295775 ----------

---------- 1544922233.5367737 ----------

---------- 1544922238.5440137 ----------

---------- 1544922243.55123 ----------

---------- 1544922248.5585124 ----------

---------- 1544922253.5656688 ----------

---------- 1544922258.5728905 ----------

---------- 1544922263.5804513 ----------

---------- 1544922268.5877855 ----------

---------- 1544922273.5950353 ----------

---------- 1544922278.6023138 ----------

---------- 1544922283.6095603 ----------

---------- 1544922288.6168303 ----------

---------- 1544922293.6240795 ----------

---------- 1544922298.6312625 ----------

---------- 1544922303.6385002 ----------

---------- 1544922308.645677 ----------

---------- 1544922313.652874 ----------

---------- 1544922318.6600602 ----------

---------- 1544922323.6674879 ----------

---------- 1544922328.674811 ----------

---------- 1544922333.6820126 ----------

---------- 1544922338.6891606 ----------

---------- 1544922343.6963925 ----------

---------- 1544922348.703619 ----------

---------- 1544922353.710826 ----------

---------- 1544922358.7180402 ----------

---------- 1544922363.7252204 ----------

---------- 1544922368.7324667 ----------

---------- 1544922373.7396936 ----------

---------- 1544922378.7469664 ----------

---------- 1544922383.7542973 ----------

---------- 1544922388.7614605 ----------

---------- 1544922393.7687001 ----------

---------- 1544922398.775874 ----------

---------- 1544922403.7831018 ----------

---------- 1544922408.7905197 ----------

---------- 1544922413.7975845 ----------

---------- 1544922418.804743 ----------

---------- 1544922423.8120005 ----------

---------- 1544922428.8192477 ----------

---------- 1544922433.8265035 ----------

---------- 1544922438.8337393 ----------

---------- 1544922443.8411486 ----------

---------- 1544922448.8449879 ----------

---------- 1544922453.8522527 ----------

---------- 1544922458.8595016 ----------

---------- 1544922463.8667405 ----------

---------- 1544922468.8729813 ----------

---------- 1544922473.8802319 ----------

---------- 1544922478.887415 ----------

---------- 1544922483.894572 ----------

---------- 1544922488.9018047 ----------

---------- 1544922493.9090059 ----------

---------- 1544922498.9162548 ----------

---------- 1544922503.9236798 ----------

---------- 1544922508.931037 ----------

---------- 1544922513.9382904 ----------

---------- 1544922518.9455044 ----------

---------- 1544922523.9489398 ----------

---------- 1544922528.9561799 ----------

---------- 1544922533.9634092 ----------

---------- 1544922538.970688 ----------

---------- 1544922543.977953 ----------

---------- 1544922548.9851768 ----------

---------- 1544922553.99247 ----------

---------- 1544922558.9997165 ----------

---------- 1544922564.0072992 ----------

---------- 1544922569.0146964 ----------

---------- 1544922574.0219843 ----------

---------- 1544922579.0292442 ----------

---------- 1544922584.0365021 ----------

---------- 1544922589.0437484 ----------

---------- 1544922594.0510151 ----------

---------- 1544922599.058257 ----------

---------- 1544922604.0655124 ----------

---------- 1544922609.0728376 ----------

---------- 1544922614.080054 ----------

---------- 1544922619.0872905 ----------

---------- 1544922624.0947604 ----------

---------- 1544922629.102135 ----------

---------- 1544922634.10931 ----------

